DepartmentID,DepartmentNM,DepartmentSpecialtyDSC,ICU,FirstICUDate,LastICUDate
1000000100,PEC AMB MYELOMA,Myeloma,No,,
1000000101,PEC AMB MASSAGE THER,Alternative Medicine,No,,
1000000102,PEC AMB ACUPUNCTURE,Alternative Medicine,No,,
1000000103,PEC AMB MUSIC THERAPY,Internal Medicine,No,,
1000000104,PEC AMB ART THERAPY,Internal Medicine,No,,
1000000105,PEC AMB SINUS        ,Sinus,No,,
1000000106,PEC AMB CARE MGMNT,Care Management,No,,
1000000107,PEC AMB PEDI ORTHO,Pediatric Orthopedics,No,,
1000000108,PEC AMB PEDI GI NUTR,Pediatric Gastroenterology,No,,
1000000109,PEC AMB AUDIOLOGY,Audiology,No,,
1000000110,PEC AMB PM&R,Physical Medicine and Rehabilitation,No,,
1000000111,PEC AMB NUTRITION,Nutrition,No,,
1000000112,PEC AMB SLEEP LAB,Sleep Medicine,No,,
1000000113,PEC AMB HRT TRANS,Cardiothoracic Surgery,No,,
1000000114,PEC AMB ABD TRANS,Transplant,No,,
1000000115,PEC AMB THORACIC ONC,Thoracic Oncology,No,,
1000000116,PEC AMB ANTICOAG,Anticoagulation,No,,
1000000117,PHYSICIAN GATEWAY,,No,,
1000000118,PEC AMB PEDI SLP,,No,,
1000000119,PEC AMB SOCIAL WORK,Social Services,No,,
1000000120,PEC AMB COMP THERAPY,Complementary Therapy,No,,
1000000121,PEC AMB EXERCISE THERP,Exercise Therapy,No,,
1000000122,PEC AMB LAB,Pathology,No,,
1000000123,PHS PATIENT GATEWAY,Virtual Department,No,,
1000000124,PEC AMB CHIROPRACTIC,Chiropractic Medicine,No,,
1000000125,PEC AMB SLEEP MEDICINE,Sleep Medicine,No,,
1000000126,PHS PSC,Virtual Department,No,,
1000000127,PHS CHART CORRECTION UNIT,Medical Records,No,,
1000000128,PHS EXTERNAL PROVIDER,Virtual Department,No,,
1000000129,PHS TELEHEALTH SUPPORT,Virtual Department,No,,
1000000130,PHS OCC HEALTH TRIAGE,Occupational Health,No,,
1002001911,MGP DERM PHOTOTHERAPY,,No,,
1003001142,BWH CARDIO OB CH,Cardiology,No,,
1003001143,BWH PSYCH BRIDGE PRGM,Psychiatry,No,,
1003001144,BWH WOMENS HEALTH,Internal Medicine,No,,
1003001145,BWH NSRG PHYSIATRY BTM,Physiatry,No,,
1021020001,XMEEA OPTOMETRY SPLDG,Optometry,No,,
1111070101,PEC AMB MGH ALG&IMMUN,Allergy,No,,
1111650101,PEC AMB MGH PEDI ALG,Pediatric Allergy,No,,
1151136000,PEC BEACON ONCOLOGY,Medical Oncology,No,,
1151136010,PEC BEACON ONCOLOGY PD,,No,,
1151139000,PEC INP ONC INFUSION,,No,,
1151201000,PEC CHEMO INFUSION,Medical Oncology,No,,
1460000001,PEC AMB INFUSION,Infusion Therapy,No,,
3042190001,EMH CHILD LIFE P,,No,,
3046300039,NSM SPIRITUAL CARE UH,Spiritual Care,No,,
8200000301,MGH MWI,Internal Medicine,No,,
8250000301,PEC AMB OTON,,No,,
10000000001,PHS EMERGENCY TRIAGE,Internal Medicine,No,,
10010010001,NWH PED PRIME CARE,Pediatrics,No,,
10010010002,NWP CHILD PSYCH,Child and Adolescent Psychiatry,No,,
10010010003,NWP GEN SURG,General Surgery,No,,
10010010004,NWP MILLHAM MD,General Surgery,No,,
10010010005,NWP GOLD MD,Child and Adolescent Psychiatry,No,,
10010010006,NWP CWLS,Bariatrics,No,,
10010010007,NWP SPORTS MED,Orthopedics,No,,
10010010008,NWP INFECT DISEASE OP,Infectious Diseases,No,,
10010010009,NWP INT MED GREEN662,Internal Medicine,No,,
10010010010,NWH 3 WEST,Adult Medicine,No,,
10010010011,NWH 4 USEN,Cardiology,No,,
10010010012,NWH 4 WEST,Medical Oncology,No,,
10010010013,NWH 5 NORTH,Obstetrics,No,,
10010010014,NWH 5 WEST,Obstetrics,No,,
10010010015,NWH 6 EAST,Intensive Care,Yes,20200403,20200406
10010010016,NWH 6 USEN,General Surgery,No,,
10010010017,NWH 6 WEST,Pediatrics,No,,
10010010018,NWH 5 WEST NURSERY,Pediatrics,No,,
10010010019,NWH SPECIAL CARE NRSY,Neonatology,No,,
10010010020,NWH ICU,Intensive Care,Yes,20200301,20200406
10010010021,NWH 3 EAST,Psychiatry,No,,
10010010022,NWH 3 USEN,Psychiatry,No,,
10010010023,NWH L&D PROCEDURES,Obstetrics,No,,
10010010024,NWH 5 SOUTH AETU,Obstetrics,No,,
10010010025,NWH EMERGENCY,Emergency Medicine,No,,
10010010026,NWH OR MINOR,General Surgery,No,,
10010010027,NWH PAT,Pre-Admission Testing,No,,
10010010028,NWH INT RAD,Interventional Radiology,No,,
10010010029,NWH ENDOSCOPY,Endoscopy,No,,
10010010030,NWH ART,Reproductive Endocrinology and Infertility,No,,
10010010031,NWH BREAST CTR,Breast Oncology,No,,
10010010032,NWH CHF,Congestive Heart Failure,No,,
10010010033,NWH CARD REHAB AND CHF,Cardiac Rehabilitation,No,,
10010010034,NWH CAST CLIN,Cast Clinic,No,,
10010010035,NWH CAT SCAN,Radiology,No,,
10010010036,NWH PERIOPERATIVE DEPT,General Surgery,No,,
10010010037,NWH HBC PACU,,No,,
10010010038,NWH DIAB AND NUTRITION,Diabetes and Nutrition,No,,
10010010039,NWP VCC GYN ONC,Medical Oncology,No,,
10010010040,NWH HEALTH AT WORK,,No,,
10010010041,NWH INFUSION CTR,Infusion Therapy,No,,
10010010042,NWH HBC ONCOLOGY,,No,,
10010010043,NWH JOINT CTR,Orthopedics,No,,
10010010044,NWH MFM CLIN,Obstetrics,No,,
10010010045,NWH MIGS,Obstetrics and Gynecology,No,,
10010010046,NWH MRI,Radiology,No,,
10010010047,NWH MS CLIN,Multiple Sclerosis,No,,
10010010048,NWH NEUROPHYSIOLOGY,Neurophysiology,No,,
10010010049,NWH NUC CARD,Cardiology,No,,
10010010050,NWH NUTRITION,Nutrition,No,,
10010010051,NWH NUTRITION 6SOUTH,Nutrition,No,,
10010010052,NWH OCC HEALTH,Occupational Health,No,,
10010010053,NWH HAND,Hand Therapy,No,,
10010010054,NWH ENDO PEDI DEPT,Endoscopy,No,,
10010010055,NWH PET SCAN,Radiology,No,,
10010010056,NWH PULMONARY,Pulmonology,No,,
10010010057,NWH RESPIRATORY,Respiratory Therapy,No,,
10010010058,NWH RAD,Radiology,No,,
10010010059,NWH US,Radiology,No,,
10010010060,NWH VASCULAR LAB,,No,,
10010010061,NWH SLEEP CTR,Sleep Medicine,No,,
10010010062,NWH STROKE CLIN,Stroke,No,,
10010010063,NWH WOUND OSTOMY,Wound Care,No,,
10010010064,NWH VCC ISS,Integrative Medicine,No,,
10010010065,NWH US WIC,Radiology,No,,
10010010066,NWH MAMM WIC,Radiology,No,,
10010010067,NWH LAB SPECIMEN,Lab,No,,
10010010068,NWH LAB,Lab,No,,
10010010069,NWH LAB VERNON CC,Lab,No,,
10010010070,NWH BLOOD BANK,Lab,No,,
10010010071,NWH HBC ANESTHESIA,Anesthesiology,No,,
10010010072,NWH HBC CENTRAL SUPPLY,,No,,
10010010073,NWH HBC HEMODIALYSIS,,No,,
10010010074,NWH HBC INT RAD SUPPLY,,No,,
10010010075,NWH HBC IV THERAPY,,No,,
10010010076,NWH HBC MEDSURG SUPPLY,,No,,
10010010077,NWH HBC PHARMACY,,No,,
10010010078,NWH ANTICOAG,Anticoagulation,No,,
10010010079,NWH HBC CHEMISTRY,,No,,
10010010080,NWH HBC CYTOLOGY,,No,,
10010010081,NWH HBC HEMATOLOGY,,No,,
10010010082,NWH HBC HISTOLOGY,,No,,
10010010083,NWH HBC MICROBIOLOGY,,No,,
10010010084,NWH HBC PATHOLOGY,,No,,
10010010085,NWP ADULT GI,Gastroenterology,No,,
10010010086,NWH ADMISSIONS,,No,,
10010010087,NWH CENTRAL SCHED,,No,,
10010010088,NWH CARD,Cardiology,No,,
10010010089,NWH CARD US 6SOUTH,Cardiology,No,,
10010010090,NWH EKG,Cardiology,No,,
10010010091,NWH EKG 6SOUTH,Cardiology,No,,
10010010092,NWH ST 6SOUTH,,No,,
10010010093,NWH HBC ORTHO SUPPLY,,No,,
10010010094,NWH CASE MANAGEMENT,Case Management,No,,
10010010095,NWH HEALTH INFO MGMT,Virtual Department,No,,
10010010096,NWH 5 USEN,Obstetrics,No,,
10010010097,NWH HBC PSYCH TRT,,No,,
10010010098,NWH UNKNOWN,,No,,
10010010099,NWP BUSINESS OFFICE,,No,,
10010010100,NWP NUCLEAR CARDIOLOGY,,No,,
10010010101,NWP CRITICAL CARE,,No,,
10010010102,NWP HOSPITALISTS,,No,,
10010010103,NWP PALLIATIVE CARE OP,Palliative Care,No,,
10010010104,NWP J BOGDANOVITCH MD,,No,,
10010010105,NWP N BOILEAU MD,Rheumatology,No,,
10010010106,NWP NEONATOLOGY,Neonatology,No,,
10010010107,NWP OBGYN SERVICES,,No,,
10010010108,NWP YANG MD,,No,,
10010010109,NWP PED HOSPITALISTS,,No,,
10010010110,NWP PSYCH ED AND MED,,No,,
10010010111,NWP PSYCH INPATIENT,Psychiatry,No,,
10010010112,NWH HBC PEDIATRIC IBD,,No,,
10010010113,NWP BREAST CENTER,Breast Oncology,No,,
10010010114,NWH ADMINISTRATIVE,Virtual Department,No,,
10010010115,NWH HBC 5 NORTH,,No,,
10010010116,NWH HBC 6 USEN,,No,,
10010010117,NWH HBC 4 USEN,,No,,
10010010118,NWH HBC 4 WEST,,No,,
10010010119,NWH HBC 3 WEST,,No,,
10010010120,NWH HBC 6 EAST,,No,,
10010010121,NWH HBC 6 WEST,,No,,
10010010122,NWH HBC PEDIATRIC GI,,No,,
10010010123,NWH HBC 3 EAST,,No,,
10010010124,NWH HBC 3 USEN,,No,,
10010010125,NWH HBC 5 WEST,,No,,
10010010126,NWH HBC NURSERY,,No,,
10010010127,NWH HBC SCN,,No,,
10010010128,NWH HBC ICU,,No,,
10010010129,NWH HBC OR,,No,,
10010010130,NWH BILLING ADMIN,,No,,
10010010131,NWH HBC L AND D,,No,,
10010010132,NWH HBC EMERGENCY,,No,,
10010010133,NWH HBC CAST CLINIC,,No,,
10010010134,NWH HBC AMB PHLEBOTOMY,,No,,
10010010135,NWH HBC BLOOD BANK,,No,,
10010010136,NWH HBC VERNON CC LAB,,No,,
10010010137,NWH HBC VASCULAR LAB,,No,,
10010010138,NWH HBC EKG,,No,,
10010010139,NWH HBC CARDIAC US,,No,,
10010010140,NWH HBC NEUROPHYS,,No,,
10010010141,NWH HBC CV HEALTH,,No,,
10010010142,NWH HBC SLEEP CENTER,,No,,
10010010143,NWH HBC RADIOLOGY,,No,,
10010010144,NWH HBC MAMMOGRAPHY,,No,,
10010010145,NWH HBC INT RAD,,No,,
10010010146,NWH HBC MRI,,No,,
10010010147,NWH HBC NUCLEAR MED,,No,,
10010010148,NWH HBC PET SCANNER,,No,,
10010010149,NWH HBC RADIOLOGY US,,No,,
10010010150,NWH HBC CAT SCAN,,No,,
10010010151,NWH HBC STROKE CLINIC,,No,,
10010010152,NWH HBC PULMONARY,,No,,
10010010153,NWH HBC RESPIRATORY,,No,,
10010010154,NWH HBC OR MINOR,,No,,
10010010155,NWH HBC ENDOSCOPY,,No,,
10010010156,NWH HBC ANTENATAL CLIN,,No,,
10010010157,NWH HBC CHF PROGRAM,,No,,
10010010158,NWH HBC ART CLINIC,,No,,
10010010159,NWH HBC DIABETES CLIN,,No,,
10010010160,NWH HBC ANTICOAG,,No,,
10010010161,NWH HBC GYN ONCOLOGY,,No,,
10010010162,NWH HBC MS CLINIC,,No,,
10010010163,NWH HBC MIGS,Obstetrics and Gynecology,No,,
10010010164,NWH HBC WOUND AND OSTO,,No,,
10010010165,NWH HBC MFM CLINIC,Obstetrics and Gynecology,No,,
10010010166,NWH HBC BREAST CENTER,,No,,
10010010167,NWH HBC JOINT CENTER,Orthopedics,No,,
10010010168,NWH HBC NUTRITION,,No,,
10010010169,NWH HBC LAB SPECIMEN,,No,,
10010010170,NWH HBC VERNON CANCER,,No,,
10010010171,NWH HBC PEDI PRIME,,No,,
10010010172,NWH PICIS NEW PATIENT,,No,,
10010010173,NWH L&D PROCEDURES,Obstetrics,No,,
10010010174,NWH LACTATION CLINIC,Obstetrics,No,,
10010010175,NWH 5 USEN NURSERY,Pediatrics,No,,
10010010176,NWH 5 NORTH NURSERY,Pediatrics,No,,
10010010177,NWP NONPHS,,No,,
10010010178,NWH ORIENT,,No,,
10010010179,NWH INFECTIOUS DISEASE,Infectious Diseases,No,,
10010010180,NWP CARDIOLOGY,Cardiology,No,,
10010010181,NWH BLENDED COSMETIC,,No,,
10010010182,NWP INFECT DIS TRAV,Infectious Diseases,No,,
10010010183,NWH UC PBO FSC DIV,,No,,
10010010184,NWH BONE DEN,Radiology,No,,
10010010185,NWH LAB WWC,Lab,No,,
10010010186,NWP ADMINISTRATION,Virtual Department,No,,
10010010187,NWH BURN TRAUMA,Virtual Department,No,,
10010010188,NWH CARDIAC SURGERY,Cardiac Surgery,No,,
10010010189,NWH EMERGENCY MEDICINE,,No,,
10010010190,NWH GYNECOLOGY,Gynecology,No,,
10010010191,NWH MEDICINE,Internal Medicine,No,,
10010010192,NWH NEUROLOGY,Neurology,No,,
10010010193,NWH NEWBORN,,No,,
10010010194,NWH OBSTETRICS,Obstetrics,No,,
10010010195,NWH ONCOLOGY,,No,,
10010010196,NWH ORTHOPEDICS,Orthopedics,No,,
10010010197,NWH PEDIATRICS,Pediatrics,No,,
10010010198,NWH PSYCHIATRY,Psychiatry,No,,
10010010199,NWH PHY MEDICINE REHAB,Virtual Department,No,,
10010010200,NWH SURGERY,General Surgery,No,,
10010010201,NWH TRANSPLANT,,No,,
10010010202,NWH ANESTHESIA,Anesthesiology,No,,
10010010203,NWH DERMATOLOGY,Dermatology,No,,
10010010204,NWH MAXILLOFACIAL,,No,,
10010010205,NWH GENETICS,Genetics,No,,
10010010206,NWH HEM ONCOLOGY,,No,,
10010010207,NWH NEUROSURGERY,Neurosurgery,No,,
10010010208,NWH OPHTHALMOLOGY,Ophthalmology,No,,
10010010209,NWH OTOLARYNGOLOGY,,No,,
10010010210,NWH PLASTIC SURGERY,Plastic Surgery,No,,
10010010211,NWH UROLOGY,Urology,No,,
10010010212,NWH VASCULAR SURGERY,Vascular Surgery,No,,
10010010213,NWH THORACIC SURGERY,Thoracic Surgery,No,,
10010010214,NWH GYN ONCOLOGY,,No,,
10010010215,NWH ORTHOPEDICS HAND,,No,,
10010010216,NWH PODIATRY,,No,,
10010010217,NWH PSYCHOLOGY,,No,,
10010010218,NWH RADIATION MEDICINE,,No,,
10010010219,NWH RADIOLOGY,Radiology,No,,
10010010220,NWH FAMILY PRACTICE,Virtual Department,No,,
10010010221,NWH OB/GYN,,No,,
10010010222,NWH PATHOLOGY,,No,,
10010010223,NWH PPE,Pre-Admission Testing,No,,
10010010224,NWH PALLIATIVE CARE,Palliative Care,No,,
10010010225,NWH TRANFUSION MED,,No,,
10010010226,NWH RECREATION THERAPY,Recreational Therapy,No,,
10010010227,NWH INF DISEASE,,No,,
10010010228,NWP NEPHROLOGY,Nephrology,No,,
10010010229,NWH NEONATAL ICU,Neonatology,No,,
10010010230,NWH RADIATION ONC,,No,,
10010010231,NWH NEWBORN SERVICES,Pediatrics,No,,
10010010232,NWH CENTRAL PHARMACY,Pharmacy,No,,
10010010233,NWH BAA MARATHON CLIN,Physical Medicine and Rehabilitation,No,,
10010010234,NWH HBC ST WELLS,,No,,
10010010235,NWH HBC OT WELLS,,No,,
10010010236,NWH US WWC,Radiology,No,,
10010010237,NWH US WHA,Radiology,No,,
10010010238,NWH 4 SOUTH,Obstetrics,No,,
10010010239,NWH 4 SOUTH NURSERY,Pediatrics,No,,
10010010240,NWH HBC MOTHER/BABY,Obstetrics,No,,
10010010241,NWH HBC LACTATION,,No,,
10010010242,NWH CHILD LIFE,Child Life,No,,
10010010243,NWH IV THERAPY,Adult Medicine,No,,
10010010244,NWH NUTRITION,Nutrition,No,,
10010010245,NWH OCCUPATION THERAPY,Occupational Therapy,No,,
10010010246,NWH PHYSICAL THERAPY,Physical Therapy,No,,
10010010247,NWH SOCIAL WORK,Social Services,No,,
10010010248,NWH SPEECH PATHOLOGY,Speech Therapy,No,,
10010010249,NWH SPIRITUAL CARE,Spiritual Care,No,,
10010010250,NWH WOUND OSTOMY NURSE,Wound Care,No,,
10010010251,NWH DIALYSIS,Nephrology,No,,
10010010252,NWH IMG OUTSIDE IMAGE,Radiology,No,,
10010010253,NWH IMG NM MAIN,Radiology,No,,
10010010254,NWH IMG PET SCAN MAIN,Radiology,No,,
10010010255,NWH PRE/DSU,General Surgery,No,,
10010010256,NWH PACU,General Surgery,No,,
10010010257,NWH ENDO DEPT,Endoscopy,No,,
10010010258,NWH OPERATING ROOM,General Surgery,No,,
10010010259,NWH IMG MRI MAIN,Radiology,No,,
10010010260,NWH IMG BD MAIN,Radiology,No,,
10010010261,NWH IMG CT MAIN,Radiology,No,,
10010010262,NWH IMG CT ED MAIN,Radiology,No,,
10010010263,NWH IMG DIAG RAD MAIN,Radiology,No,,
10010010264,NWH IMG INT RAD MAIN,Radiology,No,,
10010010265,NWH IMG MAMMO MAIN,Radiology,No,,
10010010266,NWH IMG PET SCAN,Radiology,No,,
10010010267,NWH IMG US HUS MAIN,Radiology,No,,
10010010268,NWH IMG US WIC MAIN,Radiology,No,,
10010010269,NWH IMG US WHA WLSLY,Radiology,No,,
10010010270,NWH IMG US WWC WLSLY,Radiology,No,,
10010010271,NWH IMG US MFM MAIN,Radiology,No,,
10010010272,NWH IMG VAS US MAIN,Radiology,No,,
10010010273,NWH IMG US MIGS MAIN,Radiology,No,,
10010010274,NWH IMG US ART MAIN,Radiology,No,,
10010010275,NWH IMG BRUS MAIN,Radiology,No,,
10010010276,NWH IMG NM MAIN,Radiology,No,,
10010010277,NWH IMG DIAG RAD B322,Radiology,No,,
10010010278,NWH IMG DIAG RAD ED,Radiology,No,,
10010010279,NWH IMG DIAG RAD OR,Radiology,No,,
10010010280,NWH IMG US ED MAIN,Radiology,No,,
10010010281,NWH DEVICE CLINIC REM,Cardiology,No,,
10010010282,NWH DEVICE CLINIC,Cardiology,No,,
10010010283,NWH IP APHERESIS,Nephrology,No,,
10010010284,NWH CV PROCEDURES,Cardiology,No,,
10010010285,NWH IMG RADIOLOGIST,Radiology,No,,
10010010286,NWH IMG IR RADIOLOGIST,Interventional Radiology,No,,
10010010287,NWH IMG IMAGE SVC,Radiology,No,,
10010010288,NWH HBC DEVICE CLINIC,Virtual Department,No,,
10010010289,NWH NEPHROLOGY,Nephrology,No,,
10010010290,NWH PEDI NEPHROLOGY,Nephrology,No,,
10010010291,NWH CARDIOLOGY,Cardiology,No,,
10010010292,NWH ENDOSCOPY PEDI,Endoscopy,No,,
10010010293,NWH NEHO PHARMACY,Pharmacy,No,,
10010010294,NWH CARD VAS IR,Interventional Radiology,No,,
10010010295,NWH HEMATOLOGY,Hematology,No,,
10010010296,NWH RESPIRATORY OUTPT,Respiratory Therapy,No,,
10010010297,NWH CRITICAL CARE,Intensive Care,Yes,20200301,20200406
10010010298,NWH PERSONALIZED LAB,Virtual Department,No,,
10010010299,NWH IMG BDSIDE US AUTO,Radiology,No,,
10010010300,NWH EXERNAL PROVIDER,Virtual Department,No,,
10010010301,NWH ICMP,Care Management,No,,
10010010302,NWH RESEARCH,Research,No,,
10010010303,NWH ST,Speech Therapy,No,,
10010010304,NWH IMG US NWOB WLSLY,Radiology,No,,
10010010305,NWH RAD NURSING,Radiology,No,,
10010010306,NWP VCC HEM ONC,Hematology Oncology,No,,
10010010307,NWH VCC INFUSION,Infusion Therapy,No,,
10010010308,NWH VCC SATELLITE PHARMACY,Pharmacy,No,,
10010010309,NWP PRE-OP PAIN MANAGEMENT,Pain Medicine,No,,
10010010310,UNSPECIFIED DEPARTMENT,Unspecified,No,,
10010010311,NWH RESEARCH AOU MAIN,Research,No,,
10010010312,NWP ACUTE CARE SVCS,General Surgery,No,,
10010010313,NWP THORACIC SURG,Thoracic Diseases,No,,
10010010314,NWP COLORECT SURG,Colon and Rectal Surgery,No,,
10010010315,NWP VASCULAR SURG,Vascular Surgery,No,,
10010010316,NWP ON CALL PROGRAM,Family Medicine,No,,
10010010317,NWP VCC PALLIATIVE,Palliative Care,No,,
10010010318,NWP VCC RAD ONC,Radiation Oncology,No,,
10010010319,NWP VCC SURGICAL ONC,General Surgery,No,,
10010010320,NWH 4 SOUTH,Medical Oncology,No,,
10010010321,NWH IMG VASCULAR LAB,Radiology,No,,
10010010322,NWH 4 WEST OUTPT,Infusion Therapy,No,,
10010010323,NWH BH POP HEALTH,Behavioral Health,No,,
10010010324,NWH INFECTION CONTROL,Infectious Diseases,No,,
10010010325,NWH OB GYN OUTPATIENT,Obstetrics,No,,
10010010326,NWH CVC HYBRID,Interventional Radiology,No,,
10010010327,NWH FIN COUNSEL,Virtual Department,No,,
10010010328,NWH CHAMP MOBILE VAN,Internal Medicine,No,,
10010010329,NWP SPAN CLINIC,Internal Medicine,No,,
10010010330,NWP AMB URGENT RESP,Internal Medicine,No,,
10010010331,NWH TELEHEALTH SUPPORT,Virtual Department,No,,
10010010332,NWP AMB RESPIRATORY CL,Family Medicine,No,,
10010010333,NWH PRE/DSU MED/SURG,Adult Medicine,No,,
10010010334,NWH PACU ICU,Intensive Care,Yes,20200324,20200406
10010010335,NWH CSC,Virtual Department,No,,
10010010912,MGP GEN SU WAC460,General Surgery,No,,
10010020001,NWH UCC WALTHAM,Urgent Care,No,,
10010020002,NWP FAM MED WALTHAM,Family Medicine,No,,
10010020003,NWH RAD WALTHAM,Radiology,No,,
10010020004,NWH US WALTHAM,Radiology,No,,
10010020005,NWH LAB WALTHAM,Lab,No,,
10010020006,NWP INT MED WAL WESTON,,No,,
10010020007,NWH HBC WALTHAM UCC,,No,,
10010020008,NWH HBC WALTHAM RAD,,No,,
10010020009,NWH HBC WALTHAM US,,No,,
10010020010,NWH IMG DIAG RAD WALTH,Radiology,No,,
10010020011,NWH IMG US WALTHAM,Radiology,No,,
10010020012,NWP GEN SURG WALTHAM,General Surgery,No,,
10010020013,NWP COLORECT SURG WAL,Colon and Rectal Surgery,No,,
10010020095,BWH HEALTH INFO MGMT,,No,,
10010030001,NWP CARD NATICK,Cardiology,No,,
10010030002,NWH CARD NATICK,Cardiology,No,,
10010030003,NWH EKG NATICK,,No,,
10010030004,NWH MAMM NATICK,Radiology,No,,
10010030005,NWP MED ASSC OF GB,,No,,
10010030006,NWH BONE DEN NATICK,Radiology,No,,
10010030007,NWH LAB NATICK,Lab,No,,
10010030008,NWH IMG BD NATICK,Radiology,No,,
10010030009,NWH IMG MAMMO NATICK,Radiology,No,,
10010030010,NWH IMG US WWC NATICK,Radiology,No,,
10010030011,NWP RHEUMATOLOGY NTK,Rheumatology,No,,
10010030095,BWF HEALTH INFO MGMT,,No,,
10010040001,NWH FAM MED WALPOLE,Family Medicine,No,,
10010040002,NWH MAMM WALPOLE,Radiology,No,,
10010040003,NWH HBC WALPOLE,,No,,
10010040004,NWH IMG MAMMO WALPOLE,Radiology,No,,
10010040005,NWH LAB WALPOLE,Lab,No,,
10010040095,DFCI HEALTH INFO MGMT,,No,,
10010050001,NWP FAM MED 25WASH,Family Medicine,No,,
10010050002,NWH OSC 25WASH,General Surgery,No,,
10010050003,NWH HBC OSC WELLESLEY,,No,,
10010050004,NWH OSC PERIOP DEPT,General Surgery,No,,
10010050005,NWH OSC OPERATING ROOM,General Surgery,No,,
10010050006,NWH OSC PRE/POST,General Surgery,No,,
10010050007,NWH OSC ANESTHESIA,Anesthesiology,No,,
10010060001,NWH OT 850 BOYLSTON,,No,,
10010060002,NWH HAND 850BOYLSTON,Hand Therapy,No,,
10010070001,NWH LAB WESTON,Lab,No,,
10010080001,NWH LAB 2000WASH,Lab,No,,
10010080002,NWH LAB 2000WASH S441,Lab,No,,
10010080003,NWP INTERNISTS WHITE 546,Internal Medicine,No,,
10010080004,NWP NEPHROLOGY,Nephrology,No,,
10010080005,NWP NW PRIM CARE NWTN,Internal Medicine,No,,
10010080006,NWP RHEUMATOLOGY,Rheumatology,No,,
10010080007,NWP INTERNISTS WHITE 345,Internal Medicine,No,,
10010080008,NWH LAB GREEN STE 768,Lab,No,,
10010090001,NWH LAB MGH WEST,Lab,No,,
10010100001,NWH OT WELLS,Occupational Therapy,No,,
10010100002,NWH HAND WELLS,Hand Therapy,No,,
10010100003,NWH PAIN SVC WELLS,Pain Medicine,No,,
10010100004,NWH PT WELLS,Physical Therapy,No,,
10010100005,NWH ST WELLS,Speech Therapy,No,,
10010100006,NWH SPINE CTR WELLS,Physical Medicine and Rehabilitation,No,,
10010100007,NWH PED ST WELLS,Pediatric Speech Therapy,No,,
10010100008,NWH HBC PAIN SERVICE,,No,,
10010100009,NWH HBC PHYSICAL THER,Physical Therapy,No,,
10010100010,NWH HBC OCCUP THERAPY,Occupational Therapy,No,,
10010100011,NWH HBC SPEECH THERAPY,,No,,
10010100012,NWH HBC HAND THERAPY,,No,,
10010100013,NWH HBC SPINE CENTER,,No,,
10010100014,NWH RAD WELLS,Radiology,No,,
10010100015,MGP ORTHO FT ANK WELLS,Orthopaedic Surgery,No,,
10010100016,NWH HBC PT WELLS,,No,,
10010100017,NWH IMG DIAG RAD WELLS,Radiology,No,,
10010100018,NWH RESEARCH AOU ACC,Research,No,,
10010110001,NWP GRADY MD,General Surgery,No,,
10010120001,NWP CARD NEEDHAM,Cardiology,No,,
10010120002,NWH LAB NEEDHAM,Lab,No,,
10010120003,NWP PRIM CARE NEEDHAM,Primary Care,No,,
10010120004,NWP NW PRIM CARE NDHM,Internal Medicine,No,,
10010130001,NWP INT MED 195WORCSTR,Internal Medicine,No,,
10010130002,NWH LAB 195WORCSTR,Lab,No,,
10010140001,NWH LAB 173WORCSTR,Lab,No,,
10010140002,NWP FAM CARE WELLESLEY,Primary Care,No,,
10010140003,MGP DIAB ENDOCR NWH,Endocrinology,No,,
10010140004,NWP ENDOCRN DIAB,Endocrinology,No,,
10010140005,NWH RESEARCH AOU PC,Research,No,,
10010140006,NWH RESEARCH AOU WST,Research,No,,
10010160001,NWP PRIM CARE WESTON,,No,,
10010170001,NWP PRIM CARE WLSLYHLS,Internal Medicine,No,,
10010170002,NWH LAB 372WASH,Lab,No,,
10010180001,NWH LAB 30WASH,Lab,No,,
10010190001,NWH LAB 32SOUTH,Lab,No,,
10010200001,NWH LAB 65WALNUT,Lab,No,,
10010200002,NWP NEEDHAM WSLY FAM,Internal Medicine,No,,
10010200003,NWP NEEDHAM WSLY FAM,Internal Medicine,No,,
10010210001,NWH LAB 40WALNUT,Lab,No,,
10010210002,NWH LAB STE 102,Lab,No,,
10010220001,NWP PRIM CARE NWT WST,Primary Care,No,,
10010220002,NWP NW PRIM CARE WST,Internal Medicine,No,,
10010220003,NWP FAM MED WESTON,Family Medicine,No,,
10010220004,NWP PRIM CARE WESTON,Internal Medicine,No,,
10010600001,NWH IMG DIAG RAD BC,Radiology,No,,
10010600002,NWP SPORTS MEDICINE BC,Sports Medicine,No,,
10010600003,NWP RAD BC,Radiology,No,,
10010610001,NWH IMG DIAG RAD 978,Radiology,No,,
